# 결정 칸에 셋 중 하나를 적으세요 — 후보는 참고일 뿐 고를 필요 없습니다
#   재료명   우리 사전(525종)에 있는 이름. 예) 매실액 → 매실청
#   X        재료가 아님 (도구·용기·소모품)
#   NEW      사전에 없는 새 재료. 예) 물 · 밥 · 육수
# 양념/식재료 같은 분류는 적지 않습니다 — 역할은 P4 가 자동 판정합니다
# 쓸 수 있는 이름 목록:  bench/out/dictionary.tsv
순위	빈도	누적%	표현	결정	후보1	후보2	후보3	비고
1498	6	63.7	홀토마토캔		토마토홀	토마토	방울토마토	
1499	6	63.7	후춧가루 생략가능		고춧가루	고운고춧가루	굵은고춧가루	
1500	6	63.7	발사믹 글레이즈		발사믹식초	플레인요거트	헤이즐넛	
1501	6	63.7	물 100ml		물	물엿	찬물	
1502	6	63.7	모둠해물		호두	물엿	노두유	
1503	6	63.7	우동면사리		우동면	중면	당면	
1504	6	63.7	견과류 아몬드		곤드레	레몬	자몽	
1505	6	63.7	양파 다진거		양파	다진파	적양파	
1506	6	63.7	쌀떡볶이떡		찹쌀떡	쌀	닭볶음탕용닭	
1507	6	63.7	슬라이드치즈		슬라이스햄	콜리플라워	라임	
1508	6	63.7	분말한천		한치	군만두	순무	
1509	6	63.7	식용유 + 참기름		식용유	들기름	고추기름	
1510	6	63.7	감자 2개		감자	감자전분	쌈장	
1511	6	63.7	멸치육수팩		멸치육수	멸치	멸치액젓	
1512	6	63.8	바게트 빵		바게트	핫도그빵	스파게티면	
1513	6	63.8	깐밤		밤			
1514	6	63.8	알배추 잎		알배추	배추	양배추	
1515	6	63.8	미니밤호박		호박씨	밤	미나리	
1516	6	63.8	갈아만든배		만두	아몬드	물만두	
1517	6	63.8	당근 생략 가능		당근	다진생강	근대	
1518	6	63.8	카스텔라		젤라틴	파스타면	모짜렐라치즈	
1519	6	63.8	햄통조림		햄	보리	미림	
1520	6	63.8	칼국수 생면		칼국수면	쌀국수면	냉면사리	
1521	6	63.8	튀김오일		오이	튀김가루	오이지	
1522	6	63.8	양파 50g		양파	적양파	양파가루	
1523	6	63.8	사천 고추		고추장	고운고춧가루	굵은고춧가루	
1524	6	63.8	깻잎 생략가능		깻잎	마늘	생수	
1525	6	63.8	구운 아몬드		곤드레	레몬	자몽	
1526	6	63.8	한우등심		한치	한천	고등어	
1527	6	63.9	판 어묵		민어	연어	문어	
1528	6	63.9	우리밀 강력분		중력분	박력분	밀가루	
1529	6	63.9	반찬접시		두반장	명란젓	창난젓	
1530	6	63.9	포도씨유 식용유		포도씨유	포도	청포도	
1531	6	63.9	슬라이스 생강		슬라이스햄	슬라이스치즈	생강즙	
1532	6	63.9	우리밀		메밀	우럭	원추리	
1533	6	63.9	피클링 스파이스		피클	슬라이스햄	라이스페이퍼	
1534	6	63.9	다싯물		다시마	다시다	소고기다시다	
1535	6	63.9	파프리카 빨간색		파프리카	파프리카가루	팔각	
1536	6	63.9	핫바		핫도그빵			
1537	6	63.9	채소육수		사골육수	멸치육수	채수	
1538	6	63.9	커버춰초콜릿		브로콜리	콜리플라워	올리브	
1539	6	63.9	녹차		녹두			
1540	6	63.9	꿀 이나 올리고당		올리브	올리브유	꽈리고추	
1541	6	64.0	감자 중간 사이즈		감자	감자전분	쌈장	
1542	6	64.0	양수냄비		양송이버섯	양파	양지	
1543	6	64.0	바닐라오일 3~4방울		방울토마토	방울양배추	대추방울토마토	
1544	6	64.0	매실청 생략가능		매실청	매실	매생이	
1545	6	64.0	콩나물 1대접		콩나물	취나물	강낭콩	
1546	6	64.0	홀스래디쉬		래디시	크래커	스리라차	
1547	6	64.0	무 3cm					
1548	6	64.0	콩국물		국물용멸치	청국장	땅콩	
1549	6	64.0	마시멜로		다시마	다시다	셀러리	
1550	6	64.0	당귀		당근	망고	당면	
1551	6	64.0	소금죽염		소금	맛소금	꽃소금	
1552	6	64.0	청파프리카		파프리카가루	청포도	청포묵	
1553	6	64.0	식용유 소량		식용유	그릭요거트	수육용돼지고기	
1554	6	64.0	청주나 소주		청주	비엔나소시지	청어	
1555	6	64.1	화이트 커버춰 초콜릿		브로콜리	화이트와인	콜리플라워	
1556	6	64.1	둥근 애호박		호박씨	단호박	늙은호박	
1557	6	64.1	마요네즈 듬뿍		마요네즈			
1558	6	64.1	김 가루		메밀가루	김	고춧가루	
1559	6	64.1	돼지고기갈은것		돼지고기	돼지갈비	돼지고기다짐육	
1560	6	64.1	바닐라익스트랙 2방울		방울토마토	방울양배추	대추방울토마토	
1561	6	64.1	작은 대파		근대	은행	토란대	
1562	6	64.1	차가운버터		아욱	마가린	겨자가루	
1563	6	64.1	김치 1대접		파김치	갓김치	백김치	
1564	6	64.1	풋마늘대		마늘	마늘종	마늘가루	
1565	6	64.1	양파 간 것		양파가루	양파	적양파	
1566	6	64.1	색소					
1567	6	64.1	맛간장양조간장		맛간장	진간장	국간장	
1568	6	64.1	도시락김		총각김치	바지락	백김치	
1569	6	64.1	파기름		파김치	양파가루	해바라기씨	
1570	6	64.2	후추 기호에맞게		후추	통후추	백후추	
1571	6	64.2	새꼬막		토마토	토마토홀	방울토마토	
1572	6	64.2	설탕 기호에 맞게 가감		설탕	흑설탕	황설탕	
1573	6	64.2	정향		정어리	정수물	항정살	
1574	6	64.2	꼬마 새송이버섯		양송이버섯	백만송이버섯	팽이버섯	
1575	6	64.2	바지락조개		바지락	바질	키조개	
1576	6	64.2	요리초		브리치즈			
1577	6	64.2	물 2+		물	물엿	찬물	
1578	6	64.2	두부 200g		두부	순두부	연두부	
1579	6	64.2	딸기시럽		딸기	살구	래디시	
1580	6	64.2	콩나물 한봉지		콩나물	취나물	한라봉	
1581	6	64.2	남은족발		검은깨	검은콩	은행	
1582	6	64.2	쇠고기 안심		소고기	불고기용소고기	닭고기	
1583	6	64.2	소고기우둔살		소고기	불고기용소고기	소고기다시다	
1584	6	64.3	돼지고기 제육볶음용		수육용돼지고기	돼지고기	돼지고기다짐육	
1585	6	64.3	오징어젓갈		오징어젓	오징어	오징어채	
1586	6	64.3	오렌지쥬스		오렌지	오레가노	오리고기	
1587	6	64.3	단호박 가루		단호박	늙은호박	애호박	
1588	6	64.3	절임 소금		라임	타임	소고기	
1589	6	64.3	소보로		보리			
1590	6	64.3	물 5머그컵		물	물엿	찬물	
1591	6	64.3	볶음용 닭		닭볶음탕용닭	부침용두부	통닭	
1592	6	64.3	고추장 수북히		고추장	초고추장	홍고추	
1593	6	64.3	다시육수팩		멸치육수	사골육수	멸치다시팩	
1594	6	64.3	월남쌈		쌈장	월계수잎		
1595	6	64.3	꽁치 통조림		꽁치	보리	미림	
1596	6	64.3	다시마 멸치 육수		다시마	멸치다시팩	멸치	
1597	6	64.3	파스타면 500원 동전크기		파스타면	파슬리	우동면	
1598	6	64.3	공기밥 1그릇		홍고추	그린빈	저지방우유	
1599	6	64.4	둥근 호박		호박씨	당근	미지근한물	
1600	6	64.4	두부 1/		두부	순두부	연두부	
1601	6	64.4	콩나물 250g		콩나물	취나물	강낭콩	
1602	6	64.4	파인애플 슬라이스		파인애플	파인애플캔	슬라이스햄	
1603	6	64.4	적파프리카		파프리카가루	쪽파	피칸	
1604	6	64.4	쨈					
1605	6	64.4	슈레드 치즈		레드와인	헤이즐넛	스위트칠리소스	
1606	6	64.4	배추속		배추	알배추	양배추	
1607	6	64.4	반건조 오징어		오징어채	오징어젓	광어	
1608	6	64.4	스파게티면 500원 동전크기		스파게티면	바게트	우동면	
1609	6	64.4	소고기차돌박이		소고기	소고기다시다	소고기다짐육	
1610	6	64.4	건크렌베리		체리	오크라	크래커	
1611	6	64.4	쌍화탕 1병		강황가루	병어	설탕	
1612	6	64.4	골뱅이 400g		골뱅이	냉이	뱅어포	
1613	6	64.5	다진마늘 1/		다진마늘	마늘	다진파	
1614	6	64.5	깐 밤		밤			
1615	6	64.5	솔트					
1616	6	64.5	소금 1/3~		소금	맛소금	꽃소금	
1617	6	64.5	유부초밥		유부	부추	애호박	
1618	6	64.5	아롱사태		마카로니	항정살	병아리콩	
1619	6	64.5	고춧가루 선택		고춧가루	고운고춧가루	굵은고춧가루	
1620	6	64.5	설탕 1소주잔		설탕	흑설탕	황설탕	
1621	6	64.5	연		연어	연유	연근	
1622	6	64.5	북어대가리		북어	북어채	노가리	
1623	6	64.5	닭 1마리		닭다리	로즈마리	닭다리살	
1624	6	64.5	식초 세척용		식초	식용유	사과식초	
1625	6	64.5	매운건고추		고운고춧가루	홍고추	풋고추	
1626	6	64.5	맛술 1술		맛술	맛살	맛소금	
1627	6	64.5	냉면		냉면사리	중면	당면	
1628	6	64.6	청주맛술		청주	맛살	맛소금	
1629	6	64.6	올리고당 쌀엿		올리고당	올리브	올리브유	
1630	6	64.6	적앙금		당근	적양파	적양배추	
1631	6	64.6	매운 고추장		고운고춧가루	건고추	홍고추	
1632	6	64.6	다시 육수팩		멸치육수	사골육수	멸치다시팩	
1633	6	64.6	콩나물 100g		콩나물	취나물	강낭콩	
1634	6	64.6	무 작은것		굵은고춧가루	은행	단무지	
1635	6	64.6	닭 1kg		닭봉	통닭	닭발	
1636	6	64.6	반죽기		두반장	국간장	쑥갓	
1637	6	64.6	후르츠칵테일		칵테일새우	케일	두릅	
1638	6	64.6	제빵매트		당면	식빵	빵가루	
1639	6	64.6	전분물 농도에맞게		전분	감자전분	고구마전분	
1640	6	64.6	식용유포도씨유		식용유	포도	청포도	
1641	6	64.6	식소다		베이킹소다	식초	발사믹식초	
1642	6	64.7	생강가루 생략가능		생강	빵가루	생강즙	
1643	6	64.7	수육용 삼겹살		수육용돼지고기	우삼겹	오겹살	
1644	6	64.7	포항초		상추	적상추	항정살	
1645	6	64.7	바질 페스토		바질	바지락	치킨스톡	
1646	6	64.7	장조림		양조간장	보리	기장	
1647	6	64.7	쇠고기 국거리		국거리용소고기	소고기	닭고기	
1648	6	64.7	양파大		양파	적양파	양파가루	
1649	6	64.7	수제비		옥수수전분			
1650	6	64.7	3층치즈		꽁치	헤이즐넛	체다치즈	
1651	6	64.7	겨울초		방울토마토	방울양배추	대추방울토마토	
1652	6	64.7	훈제파프리카가루		파프리카	겨자가루	훈제오리	
1653	6	64.7	고추잎		홍고추	풋고추	건고추	
1654	6	64.7	거피들깨가루		들깨	밀가루	빵가루	
1655	6	64.7	묵은 김치		크림치즈	김	굵은고춧가루	
1656	6	64.7	간장 기호에 맞게 가감		간장	진간장	국간장	
1657	6	64.8	냉동야채		냉이	동태	냉수	
1658	6	64.8	부추 잘게 썬		부추	고추장	초고추장	
1659	6	64.8	소고기 스테이크용		소고기	불고기용소고기	국거리용소고기	
1660	6	64.8	다진 새우젓		다진생강	건새우	다진파	
1661	6	64.8	마늘즙		마늘	마늘종	마늘가루	
1662	6	64.8	후추 톡톡 5번		후추	통후추	백후추	
1663	6	64.8	마더소스		스위트칠리소스	소시지	알룰로스	
1664	6	64.8	삶은 고구마줄기		고구마	고구마전분	고구마순	
1665	6	64.8	갈은사과		사과식초	굵은소금	얼갈이배추	
1666	6	64.8	소고기홍두깨살		소고기	소고기다시다	소고기다짐육	
1667	6	64.8	​물		물엿	물만두	국물용멸치	
1668	6	64.8	미니소스볼		피시소스	칠리소스	데리야끼소스	
1669	6	64.8	고사리나물		고사리	미나리	라면사리	
1670	6	64.8	파프리카 생략가능		파프리카	파프리카가루	생크림	
1671	5	64.9	알롤로스		알룰로스	달래	알배추	
1672	5	64.9	나무숟가락		취나물	콩나물	옥수수가루	
1673	5	64.9	스팸小		스팸	스파게티면	아스파라거스	
1674	5	64.9	후랑크 소시지		모시조개	폰즈소스	타르타르소스	
1675	5	64.9	완숙토마토		토마토홀	토마토페이스트	대추방울토마토	
1676	5	64.9	스텐세척볼		떡볶이떡	케첩	이스트	
1677	5	64.9	나무요리스푼		취나물	콩나물	라이스페이퍼	
1678	5	64.9	푸실리면		칠리소스	스파게티면	스위트칠리소스	
1679	5	64.9	과도					
1680	5	64.9	통깨 넉넉하게		통닭	백합	바게트	
1681	5	64.9	올리고당 1바퀴		올리고당	올리브	올리브유	
1682	5	64.9	다진홍청양고추		홍고추	양고기	다진파	
1683	5	64.9	범일 고추장		홍고추	풋고추	건고추	
1684	5	64.9	속배추		배추김치	적양배추	대추	
1685	5	64.9	닭가슴살통조림		닭가슴살	통닭	닭고기	
1686	5	64.9	묵칼		어묵	청포묵	메밀묵	
1687	5	64.9	들기름 이나 참기름		들기름	고추기름	딸기	
1688	5	64.9	다진 부추		다진파	다진마늘	다진생강	
1689	5	65.0	김밥말이		얼갈이배추	김	조미김	
1690	5	65.0	참기름 1/		참기름	들기름	고추기름	
1691	5	65.0	양파 소량		양파	적양파	양파가루	
1692	5	65.0	굴소스 1/		굴소스	피시소스	칠리소스	
1693	5	65.0	바나나우유		바나나	아욱	우엉	
1694	5	65.0	참치 100g		참치	참치캔	삼치	
1695	5	65.0	핫케익믹스		케일	케이퍼	발사믹식초	
1696	5	65.0	중간크기 감자		감자전분	쌈장	생강	
1697	5	65.0	바닐라 아이스크림		슬라이스햄	슬라이스치즈	라이스페이퍼	
1698	5	65.0	유리밀폐용기		실파	메밀	밀가루	
1699	5	65.0	버터 10g		버터	무염버터	가염버터	
1700	5	65.0	양배추 2잎		양배추	적양배추	방울양배추	
1701	5	65.0	마른 김		파김치	갓김치	백김치	
1702	5	65.0	썬 양파		양파가루	양지	양배추	
1703	5	65.0	베이비 채소		베이컨	베이킹소다	새송이버섯	
1704	5	65.0	우삼겹살		우삼겹	오겹살	살구	
1705	5	65.0	진짬뽕		다진파	진간장	다진마늘	
1706	5	65.1	죠리퐁		콜리플라워			
1707	5	65.1	대파다진거		다진파	대파	다진마늘	
1708	5	65.1	겨자소스		겨자잎	겨자가루	비엔나소시지	
1709	5	65.1	통후추 가루		통후추	후추	통밀가루	
1710	5	65.1	월계수입		월계수잎	임연수어	수육용돼지고기	
1711	5	65.1	다진야채		다진파	다진마늘	다진생강	
1712	5	65.1	양손접시		양송이버섯	양파	양지	
1713	5	65.1	대파 잎		대파	겨자잎	파인애플	
1714	5	65.1	과일쨈		케일	천일염	레드와인	
1715	5	65.1	고춧가루 생략가능		고춧가루	고운고춧가루	굵은고춧가루	
1716	5	65.1	우유식빵		우유	저지방우유	우엉	
1717	5	65.1	쇠고기등심		소고기다시다	소고기	소고기다짐육	
1718	5	65.1	당근 6cm		당근	근대	망고	
1719	5	65.1	닭가슴살 통조림		닭가슴살	통닭	닭고기	
1720	5	65.1	달래 1/2묶음		달래	닭볶음탕용닭	달걀	
1721	5	65.1	고춧가루 1+		고춧가루	고운고춧가루	굵은고춧가루	
1722	5	65.1	소금물		소금	맛소금	꽃소금	
1723	5	65.1	토스트햄		이스트	우스터소스	토마토페이스트	
1724	5	65.2	갈은 소고기		굵은소금	소고기다시다	소고기다짐육	
1725	5	65.2	김치잎		파김치	갓김치	백김치	
1726	5	65.2	당근 2cm		당근	근대	망고	
1727	5	65.2	이리		미림	시리얼		
1728	5	65.2	감자 250g		감자	감자전분	쌈장	
1729	5	65.2	토스트식빵		이스트	우스터소스	토마토페이스트	
1730	5	65.2	돼지다짐육		돼지고기다짐육	소고기다짐육	돼지등심	
1731	5	65.2	안심		소등심	돼지등심	채끝등심	
1732	5	65.2	옥수수 캔		옥수수	옥수수콘	옥수수가루	
1733	5	65.2	얼린 바나나		그린빈	얼음	올리브	
1734	5	65.2	해물다시팩		멸치다시팩	다시마	다시다	
1735	5	65.2	해물 육수팩		사골육수	멸치육수	물엿	
1736	5	65.2	굵은후추		굵은소금	굵은고춧가루	늙은호박	
1737	5	65.2	깻잎 선택		깻잎	겨자잎	월계수잎	
1738	5	65.2	햄베이컨		베이킹소다	베이킹파우더	햄버거번	
1739	5	65.2	꿀 or시럽		꿀	시래기	시리얼	
1740	5	65.2	파슬리가루 소량		파슬리	계피가루	밀가루	
1741	5	65.3	대파 소량		대파	소라	파슬리	
1742	5	65.3	송송썰은 파		얼음	양송이버섯	은행	
1743	5	65.3	다시마 5x 5		다시마	다시다	소고기다시다	
1744	5	65.3	두부소		두부	순두부	연두부	
1745	5	65.3	얼그레이		홀그레인머스타드	얼갈이배추	플레인요거트	
1746	5	65.3	실온 우유		우엉	실파	매실	
1747	5	65.3	갈은소고기		굵은소금	소고기다시다	소고기다짐육	
1748	5	65.3	다진 신김치		다진생강	다진파	다진마늘	
1749	5	65.3	청		청어	청주	청각	
1750	5	65.3	모둠 어묵		호두	노두유	청포묵	
1751	5	65.3	부추 1/2묶음		부추	닭볶음탕용닭	후추	
1752	5	65.3	바닐라오일 3방울		방울토마토	방울양배추	대추방울토마토	
1753	5	65.3	커피믹스		발사믹식초	피망		
1754	5	65.3	돼지고기 갈은 것		돼지고기	돼지갈비	돼지고기다짐육	
1755	5	65.3	알배추잎		알배추	배추	양배추	
1756	5	65.3	소금 절임용		소금	맛소금	꽃소금	
1757	5	65.3	조미김가루		조미김	메밀가루	고춧가루	
1758	5	65.4	큰 양파		양파가루	양지	양배추	
1759	5	65.4	3층 치즈		꽁치	헤이즐넛	체다치즈	
1760	5	65.4	화이트 초콜릿		브로콜리	화이트와인	콜리플라워	
1761	5	65.4	구운 호두		노두유	단호박	뜨거운물	
1762	5	65.4	얼음 물		얼음	물엿	시리얼	
1763	5	65.4	바닐라오일 1~2방울		방울토마토	방울양배추	대추방울토마토	
1764	5	65.4	육수 팩		사골육수	멸치육수	죽순	
1765	5	65.4	분홍소세지		분유	전분	홍합	
1766	5	65.4	시판용 토마토소스		토마토	토마토홀	방울토마토	
1767	5	65.4	굵은 후추		굵은소금	굵은고춧가루	늙은호박	
1768	5	65.4	두부 350g		두부	순두부	연두부	
1769	5	65.4	밀키스		코코넛밀크	메밀	이스트	
1770	5	65.4	레몬슬라이스		슬라이스햄	슬라이스치즈	레몬	
1771	5	65.4	쌀떡볶이		떡볶이떡	찹쌀떡	쌀	
1772	5	65.4	물 2/3머그컵		물	물엿	찬물	
1773	5	65.4	시금치 1묶음		시금치	닭볶음탕용닭	삼치	
1774	5	65.4	신김치 1국그릇		파김치	갓김치	백김치	
1775	5	65.4	미니거품기		미나리	주키니	참기름	
1776	5	65.5	초당옥수수		옥수수콘	옥수수가루	옥수수전분	
1777	5	65.5	흑미밥		흑미	흑설탕	저지방우유	
1778	5	65.5	당근 다진거		당근	다진파	다진마늘	
1779	5	65.5	굵은 콩나물		검은콩	굵은소금	취나물	
1780	5	65.5	녹차티백		백태	녹두	백합	
1781	5	65.5	발사믹드레싱		발사믹식초	곤드레	족발	
1782	5	65.5	재래식 된장		간장	춘장	두반장	
1783	5	65.5	후추 톡톡 3번		후추	통후추	백후추	
1784	5	65.5	얇은 삼겹살		우삼겹	오겹살	우둔살	
1785	5	65.5	닭가슴살 3덩어리		닭가슴살	정어리	청어	
1786	5	65.5	유리컵		치커리	베이컨	파프리카	
1787	5	65.5	깨 소량		소라	새송이버섯		
1788	5	65.5	물엿 or올리고당		물엿	올리브	올리브유	
1789	5	65.5	다진 아몬드		다진파	다진마늘	다진생강	
1790	5	65.5	그라탕기		레몬그라스	망고	당근	
1791	5	65.5	바닐라아이스크림 1스쿱		슬라이스햄	슬라이스치즈	라이스페이퍼	
1792	5	65.5	젤리		젤라틴	셀러리	올리브	
1793	5	65.6	물 자작하게		물	가자미	백합	
1794	5	65.6	고슬고슬한 밥		고수	한치	고사리	
1795	5	65.6	강력 쌀가루		강력분	밀가루	메밀가루	
1796	5	65.6	오징어 다리		오징어	오징어채	갑오징어	
1797	5	65.6	천사채		한천	건새우	우둔살	
1798	5	65.6	박력분 밀가루		박력분	중력분	강력분	
1799	5	65.6	채썬 파		건포도	건표고버섯	다진파	
1800	5	65.6	바닐라에센스 2~3방울		방울토마토	방울양배추	대추방울토마토	
1801	5	65.6	참치캔 큰것		참치캔	참치	삼치	
1802	5	65.6	대파 10Cm		대파			
1803	5	65.6	커피엑기스		이스트	백김치	피스타치오	
1804	5	65.6	스팸 슬라이스		슬라이스햄	슬라이스치즈	라이스페이퍼	
1805	5	65.6	미니새송이		새송이버섯	송이버섯	양송이버섯	
1806	5	65.6	통밀쿠키		통밀가루	코코넛밀크	메밀	
1807	5	65.6	어슷 썬 대파		근대	토란대	번데기	
1808	5	65.6	2배사과식초		사과	현미식초	발사믹식초	
1809	5	65.6	캐슈너트		캐슈넛	그릭요거트	플레인요거트	
1810	5	65.7	각종 견과류		총각김치	낙지	연근	
1811	5	65.7	소고기부채살		소고기	소고기다시다	소고기다짐육	
1812	5	65.7	오리엔탈소스		비엔나소시지	오리고기	훈제오리	
1813	5	65.7	파슬리후레이크		파슬리	플레인요거트	베이컨	
1814	5	65.7	다진피망		다진파	다진마늘	다진생강	
1815	5	65.7	꽁치통조림국물		꽁치	국물용멸치	보리	
1816	5	65.7	오이 채		오이	오이지	백오이	
1817	5	65.7	당근 채썬거		당근	근대	망고	
1818	5	65.7	느타리버섯 200g		느타리버섯	팽이버섯	목이버섯	
1819	5	65.7	쌈배추		배추김치	적양배추	대추	
1820	5	65.7	깻잎 5묶음		깻잎	닭볶음탕용닭	얼음	
1821	5	65.7	수박껍질		바질	애호박	호박씨	
1822	5	65.7	튀김용식용유		튀김가루	부침용두부	그릭요거트	
1823	5	65.7	볶은 땅콩		강낭콩	닭볶음탕용닭	검은콩	
1824	5	65.7	스테이크용 소고기		소고기다시다	소고기다짐육	베이킹소다	
1825	5	65.7	볶음 참깨		닭볶음탕용닭	떡볶이떡	참치	
1826	5	65.7	진미오징어채		오징어	갑오징어	오징어젓	
1827	5	65.7	무 200g					
1828	5	65.8	우유 200ml		우유	저지방우유	우엉	
1829	5	65.8	시레기		시래기	번데기	시리얼	
1830	5	65.8	양파 中		양파	적양파	양파가루	
1831	5	65.8	참치 작은것		참치	참치캔	삼치	
1832	5	65.8	끓인 물		순무	물엿	홀그레인머스타드	
1833	5	65.8	유기원당		미원	당근	당면	
1834	5	65.8	홍차티백		백태	꽁치	홍합	
1835	5	65.8	건강유		건고추	방어	장어	
1836	5	65.8	웍팬					
1837	5	65.8	참기름 기호에맞게		참기름	들기름	고추기름	
1838	5	65.8	박력		박력분	애호박	호박씨	
1839	5	65.8	파 송송		양송이버섯	파슬리	파스타면	
1840	5	65.8	샌드위치용 햄		불고기용소고기	국거리용소고기	곤드레	
1841	5	65.8	대야					
1842	5	65.8	돼지고기 불고깃감		돼지고기	돼지고기다짐육	수육용돼지고기	
1843	5	65.8	돼지 뒷다리살		앞다리살	닭다리살	가브리살	
1844	5	65.8	돼지고기목심		돼지고기	돼지고기다짐육	수육용돼지고기	
1845	5	65.9	설탕 소량		설탕	흑설탕	황설탕	
1846	5	65.9	참치캔 소		참치캔	참치	삼치	
1847	5	65.9	치킨스톡 파우더		치킨스톡	베이킹파우더	코코아파우더	
1848	5	65.9	요쿠르트		두릅	이스트	타르타르소스	
1849	5	65.9	사골국		사골육수	칼국수면	쌀국수면	
1850	5	65.9	물 한컵		물	미지근한물	한치	
1851	5	65.9	깍두기국물		깍두기	국물용멸치	녹두	
1852	5	65.9	시금치 무침		시금치	부침가루	부침용두부	
1853	5	65.9	고구마 큰것		고구마	고구마순	고구마전분	
1854	5	65.9	모짜렐라 피자치즈		모짜렐라치즈	체다치즈	고다치즈	
1855	5	65.9	작은 당근		근대	망고	연근	
1856	5	65.9	잡채용 소고기		소고기다시다	소고기다짐육	닭고기	
1857	5	65.9	대파 작은것		대파	굵은고춧가루	은행	
1858	5	65.9	삶은 꼬막		검은깨	토마토	은행	
1859	5	65.9	스트링 치즈		이스트	토마토페이스트	꽁치	
1860	5	65.9	채썬대파		근대	토란대	번데기	
1861	5	65.9	채썬 오이		오이지	오이고추	코코넛오일	
1862	5	66.0	생강매실 맛술		생강	생강즙	매실	
1863	5	66.0	청 파프리카		파프리카가루	청포도	청포묵	
1864	5	66.0	다크 커버춰 초콜릿		브로콜리	콜리플라워	올리브	
1865	5	66.0	부추 10가닥		부추	만가닥버섯	후추	
1866	5	66.0	티스푼		라이스페이퍼	스팸	이스트	
1867	5	66.0	밀크초콜릿		브로콜리	코코넛밀크	콜리플라워	
1868	5	66.0	비정제설탕		청주	정어리	콩비지	
1869	5	66.0	쏭쏭 썬 쪽파		쪽파			
1870	5	66.0	다시마 4* 4		다시마	다시다	소고기다시다	
1871	5	66.0	중새우		새우젓	중면	중력분	
1872	5	66.0	적포도주		포도	청포도	건포도	
1873	5	66.0	bp					
1874	5	66.0	골뱅이캔 국물		골뱅이	국물용멸치	냉이	
1875	5	66.0	순살 고등어		우둔살	살구	소등심	
1876	5	66.0	파프리카 주황		파프리카	파프리카가루	피칸	
1877	5	66.0	육수한알		사골육수	멸치육수	한치	
1878	5	66.0	자반김		파김치	갓김치	백김치	
1879	5	66.0	다진 대 파		다진파	다진마늘	다진생강	
1880	5	66.1	다진 햄		다진파	다진마늘	다진생강	
1881	5	66.1	해파리		대파	파래	미나리	
1882	5	66.1	BP					
1883	5	66.1	볶은땅콩		강낭콩	닭볶음탕용닭	검은콩	
1884	5	66.1	주황색 파프리카		파프리카가루	황설탕	쪽파	
1885	5	66.1	구운 소금		소고기	시금치	소갈비	
1886	5	66.1	꼬시래기		소시지	시리얼	모시조개	
1887	5	66.1	부침용 기름		부침용두부	부침가루	부추	
1888	5	66.1	볶음용닭		닭볶음탕용닭	부침용두부	통닭	
1889	5	66.1	위생봉투		동태	생수	생강	
1890	5	66.1	우유 생략가능		우유	저지방우유	마늘	
1891	5	66.1	소면 200g		소면	중면	당면	
1892	5	66.1	무 10cm					
1893	5	66.1	치자단무지		찬물	피자치즈	미지근한물	
1894	5	66.1	초코렛		초콜릿	오렌지	코코넛	
1895	5	66.1	그린빈스		그린빈	치킨스톡	그릭요거트	
1896	5	66.1	부침가루 듬뿍		부침가루	튀김가루	부침용두부	
1897	5	66.2	버터오일		오이	버터	오이지	
1898	5	66.2	맛술 생략가능		맛술	맛살	맛소금	
1899	5	66.2	통밀		통밀가루	메밀	통닭	
1900	5	66.2	버섯류		표고버섯	팽이버섯	목이버섯	
1901	5	66.2	바게뜨		바게트	스파게티면		
1902	5	66.2	대구살		대구	대게	살구	
1903	5	66.2	송송썬 대파		양송이버섯	근대	토란대	
1904	5	66.2	야채다짐		다진파	소고기다짐육	돼지고기다짐육	
1905	5	66.2	샬롯		알룰로스			
1906	5	66.2	양파간것		양파가루	양파	적양파	
1907	5	66.2	자른대파		근대	토란대	타르타르소스	
1908	5	66.2	각종견과류		총각김치	낙지	연근	
1909	5	66.2	롤치즈		갈치	멸치	잔멸치	
1910	5	66.2	저염 액젓		멸치액젓	까나리액젓	맥주	
1911	5	66.2	중국 당면		중면	짜장면면	우동면	
1912	5	66.2	올리고당 물엿		올리고당	올리브	올리브유	
1913	5	66.2	트러플오일		오이	코코넛오일	오이지	
1914	5	66.2	이탈리안파슬리		메추리알	파스타면	돼지안심	
1915	5	66.3	다시멸치육수		멸치다시팩	멸치	멸치액젓	
1916	5	66.3	돼지고기 사태		돼지고기	돼지고기다짐육	수육용돼지고기	
1917	5	66.3	작은 스팸		굵은소금	은행	검은깨	
1918	5	66.3	돼지고기불고기		돼지고기다짐육	수육용돼지고기	불고기용소고기	
1919	5	66.3	페페론치니		페퍼론치노	한치	주키니	
1920	5	66.3	배추 2잎		배추	알배추	양배추	
1921	5	66.3	사리곰탕라면		라면사리	냉면사리	고사리	
1922	5	66.3	식용유 3바퀴		식용유	그릭요거트	수육용돼지고기	
1923	5	66.3	말린표고		건표고버섯	표고버섯	달래	구조 차단: unrelated
1924	5	66.3	코코넛 가루		코코넛	코코넛밀크	코코넛오일	
1925	5	66.3	동치미 무		꽁치	동태	우동면	
1926	5	66.3	송송썬김치		크림치즈	양송이버섯	김	
1927	5	66.3	인스턴트 커피가루		치킨스톡	랍스터	메밀가루	
1928	5	66.3	양파 1개		양파	적양파	양파가루	
