count	term
1	떡국떡 200g
1	샌드위치용 슬라이스햄 55g
1	식용유 30ml 2테이블스푼
1	진간장 10ml
1	메이플시럽 45ml 3테이블스푼
1	깍두기 1대접
1	참치액 or저염액젓
1	중국간장
1	월계수 3잎
1	실멸치
1	감자 주먹만한것 기준
1	양파 주먹만한것 기준
1	김치 큰 것
1	생새우 150g
1	다진양파 40g
1	다진 적양파
1	청고추 다진 것
1	홍고추 다진 것
1	아가베시럽 올리고당 물엿 대체 가능
1	다크커버처 초콜릿
1	식초 1컵
1	해찬들고추장
1	마늘쫑 200g
1	청색 피망
1	홍색 피망
1	다진마늘 or1/2큰술
1	닭가슴살 칠리맛
1	식용유 복음용
1	타바스코소스 1+
1	시판용 유부초밥 재료 2인분
1	잡채 30인분
1	하오츠마라소스
1	바닐라시트
1	믹스커피 적은양의 물로 진하게 1스틱
1	전분 소스양 조절
1	소고기샤브샤브 원하는
1	각종채소 원하는
1	와사비 취향껏
1	오뚜기 돼지갈비 양념
1	콩나물 무침
1	김치 잘익은김장김치
1	양배추 중간잎
1	칼칼한맛 굴소스
1	계란대란
1	풀무원 유부초밥 2세트
1	크래미8입
1	돼지목살 3장
1	쇠고기 부채살
1	홀토마토캔 400g
1	시판 토마토소스 200ml
1	레드와인 200ml
1	삼치 대자
1	청양 고추가루
1	자숙 랍스터
1	노란 프리카
1	청양고추청 청양고추2개
1	우엉볶음잔반
1	치킨데리야끼잔반
1	신김치 1/4쪽
1	쌀뜨물 1200ml
1	보리굴비
1	양조간장 간맞춤
1	유부초밥 기본 재료
1	들기름 원하는
1	다듬어 손질한 부추
1	닭 다리살 약 90g
1	스팸 작은 한 캔
1	미나리효소 물엿 3~4국자
1	버터 1cm*2cm
1	갈비탕용 소고기
1	깻묵
1	유부초밥 set
1	다양한버섯들 새송이
1	백만송이
1	바지락등조개류
1	스파게티 소금
1	물 쌀뜨물 추천
1	치킨톡스
1	통후추 3바퀴
1	쌀뜨물 380ml
1	무 1100g
1	밀가루풀 물 600ml+밀가루 3T
1	들기름 초벌 1 + 마무리 0.5
1	현미잡곡밥
1	김밥용김 1/4컷팅한것
1	통 호두
1	통 피칸
1	위에 바를 꿀
1	돼지목살 or삼겹살
1	강황가루 생략가능
1	어묵사각어묵4장
1	하인즈스위트랠리쉬
1	커리플라워 1송이 다듬은후
1	체다치즈 잘게 자른
1	훈제 닭가슴살 캔
1	랍스틱낱개로
1	참치통조림 작은 것
1	다진 할라페뇨 생략가능
1	사각어물
1	소고기 우둔살 사용
1	찬 밥 2/3그릇
1	파프리카 집에 있는대로
1	식초 물
1	다시마물육수
1	자색고구마 파우더
1	닭 절단육 750그램
1	깻잎단
1	고기버섯
1	밀양 한천천연색소
1	무 580g
1	들참 기름
1	스프링클 생략가능
1	베이컨6줄
1	다진생강 or생강가루
1	LA용 소갈비
1	절일굵은 소금
1	메추리알 40개
1	뜨거운물 필요
1	햄 작은거 1캔
1	베이컨 2팩
1	메추리알 1봉지
1	바지락 크게
1	부침가루 수북하지 않게
1	양배추 1/4통크기
1	당근 작은 사이즈
1	맛소금 구운 김밥김
1	연근 350g 1마디
1	머위대 삶아논거 한근
1	시판용 닭가슴살큐브 100g
1	새싹채소 20g
1	시판용오리엔탈드레싱
1	실온에둔 버터
1	구운 고운 소금
1	부대찌개용 콩
1	계핏가루 기호에 맞게 선택사항
1	마시멜로 큰거
1	행복한콩생식용두부
1	닭가슴살 삶은 물
1	민찌
1	배추김치 잎파리
1	무 중간사이즈
1	파프리카 짜투리채소
1	베이컨 이나 햄
1	사골곰탕 500g
1	계량: 밥스푼
1	참치 작은 거
1	마늘 집간장
1	돼지고기목살 4덩어리
1	달걀 소금 간
1	그외다양한야채
1	사과 대략 4개분
1	주름 파이팬
1	돼지고기 or소고기
1	굴소스 기호에맞게
1	꽃빵 냉동제품
1	식초 2비율
1	전복 대사이즈
1	통마늘 취향것
1	마른 매운 고추
1	맛술 200ml
1	파뿌리채로
1	부침가루전분가루
1	토마토 껍질 벗겨 다진
1	강낭콩 통조림 Red Kidney Beans 2컵
1	삶은 파스타
1	오렌지과즙
1	우유 불린 쌀에 사용
1	흰밥에 우유
1	팝콘 옥수수
1	무가당 코코아 파우더
1	딸기 소주잔크기 만한거
1	된쌈장
1	양파 간것 생략 가능
1	비엔나소시지 2봉
1	파프리카 주황색
1	케첩 크게
1	어묵 작은 것
1	무 없으면패스
1	당근 채썰어
1	오이小
1	시판용 골뱅이
1	전자레인지용 가라아게 코스트코
1	무 기호에맞게
1	배 간거
1	사과 간거
1	당면 불린거
1	전복 특대사이즈
1	​통깨
1	당면 40g
1	사워크림플레인요구르트
1	백진미
1	시금치 손질과 데친 후
1	닭가슴살 100g
1	물 130ml
1	봄동 약 280g
1	통마늘 편으로 썬다
1	마늘 깐 것
1	된장 가감
1	멸치다시마육수 계량스푼 & 계량컵 기준
1	말린 표고버섯 우린 물
1	카놀라이유
1	멸치다시마육수 2종이컵
1	손질된 닭 한마리 7호
1	캐러멜소스 생략가능
1	큰볼
1	데코접시
1	간장 30ml
1	물엿꿀
1	소금 +1/3숟갈
1	유부 초밥
1	들깨 선택
1	청양고추 작은거
1	삼겹살 570g
1	미역줄기 수북히 1대접
1	맛늘
1	화이트발사믹식초
1	소금+화이트페퍼 선택
1	까나리액젓 간보며
1	밥 찬밥
1	양배추 다진
1	참치통조림 큰거
1	동원구운골뱅이
1	오이 반달 썬 것
1	인스턴트커피 2포
1	동원 골뱅이 270g
1	당근 꽃모양
1	야채 볶음용 식용유
1	생크림 선택사항
1	파슬리 건파슬리 가능
1	소금 10g
1	참기름 10g
1	굵은 소금 배추 절이기
1	생선 중
1	맛술생강술
1	불닭 마요 소스
1	불린 톳
1	단호박슬라이스
1	채소 채썬것
1	오징어 500g
1	감자 큰
1	피조개살
1	각색파프리카
1	깻잎 3~4묶음
1	파 쪽파 무순등
1	초코칩 먹고싶은
1	감자 작은 사이즈 300g
1	굴소스 간장1t
1	냉동 돈가스
1	맛술미향
1	비트즙
1	숙주 180g
1	팽이버섯느타리버섯
1	쑥갓 다진
1	양파중간사이즈
1	당근중간사이즈
1	말차가루녹차가루
1	얼린 흰우유
1	장식용청크초코칩
1	완두콩 삶은 물
1	그린홍합일반홍합
1	버터 양은 조절가능
1	중간굵기 천일염
1	갈아준 깨
1	찹쌀현미
1	달랑무김치국물
1	청양고추 100g
1	간마늘 60g
1	밥 440~450g
1	참기름 3g 밥비빌때
1	멸치액젓 16g
1	물 16g
1	굴소스 5~6g
1	기다란 어묵
1	멸치다시물 1그릇
1	브로콜리大
1	다진 청 홍피망
1	대파 500g
1	다담부대찌개양념
1	쿠민파우더
1	설타나건포도
1	목우촌 원칙을 지키는 비엔나
1	햄 넉넉히
1	사골육수 or멸치다시마육수
1	시판 토마토 소스 500ml 2/3병
1	모짜렐라 피자 치즈 200g
1	브로콜리 크게
1	햄 당근양과동일
1	올리부유
1	소고기국거리양지
1	무꼭지푸른부분
1	청양고추 청+홍 사용
1	긴 어묵
1	다시다 티백 2스틱
1	익은김치 큰 포기
1	캔햄 or베이컨
1	복문자술
1	게간장
1	파 채썰은것
1	달걀 오뚜기 1등급란
1	마요네스 오뚜기 골드
1	허니머스타드 오뚜기
1	스위트칠리소스 오뚜기
1	크루아상 빵
1	오뚜기 순후추
1	으깬두부 생략가능
1	물엿 취향대로
1	콩나물 자엽을 제거한 무게
1	양파 야구공 크기
1	청량고추 다진거
1	찐고구마무스
1	시나몬슈가
1	구운고등어
1	시판버터롤빵
1	당면 삶기전 무게
1	빵집생크림
1	진주햄육공방브라운스모크
1	간장 조리과정에서 더 필요할 수 있음
1	삶은 고구마 320g
1	막장 찌개 양념
1	손 만
1	파르메산 치즈 갈은것
1	뻥튀기조
1	토마토페이스토
1	양파중 중간크기로
1	마른 취나물
1	물 2/3냄비
1	삼계탕재료팩
1	양면팬
1	버터 깍뚝썰기한 차가운
1	차가운 달걀
1	녹말가루전분
1	총각무 무청
1	청양 고추 다진 것
1	가래떡 먹을
1	에어후라이기
1	시간 20분
1	파쪽파
1	얼린 계란
1	다이제쿠키나 오레오 등
1	실온의 버터
1	젤라틴 불릴 물
1	참치 작은 것
1	곱게갈아준 깨
1	다진 이탈리안파슬리
1	초코 시트
1	럼주 생략가능
1	빵가루 식빵
1	돼지등갈비2줄
1	소떡소떡 소스
1	레드 식용색소 3방울
1	국간장 없으면그냥간장도!
1	달걀 1인당
1	김치 속
1	참치캔 400g
1	곱게 간 깨
1	대나무체
1	일회용봉투
1	무스링 지름 15cm 1개분
1	작은 무스컵 1개분
1	오레오 쿠키 70g
1	딸기 토핑
1	코팅 다크 초콜릿
1	카카오닙스 생략가능
1	주황색 게맛살
1	녹차쌀유
1	적파프리카 다진것
1	만가닥버섯 1/2분량
1	까진 새우
1	행복한콩부침용두부
1	알짜란
1	닭고기 육수가루
1	피자용치즈
1	얇게썬 김
1	돼지고기 찌개용앞다리살
1	초간장 소스 원하는
1	문어 사이즈 작아요
1	손질된 고등어中
1	치즈 부재료
1	말린 표고버섯 기둥 제거 후
1	다시마물 400ml
1	배추겉잎삶은것
1	소고기삶은것
1	매콤한 고추가루
1	즉석밥 or쌀밥
1	카놀라유 250ml 1병
1	꺳잎
1	여리고추
1	애호박 1/
1	무 라면용기가득
1	감자 큰거 250g
1	아보카도 잘익은
1	탈리아텔레면
1	청포묵가루
1	유리용기 여러개
1	돼지고기 2근
1	야채 원하는
1	쌀국수 건면
1	김치 묵은지
1	들깨가루 1/
1	소고기아롱사태
1	참깨 + 흑임자
1	다진 마늘 1/2~
1	통깨 1/2~
1	냉이 순
1	감자중간싸이즈
1	치즈 아가용
1	납작사각 어묵
1	그랑마니에
1	김치 만두
1	마늘 다진분
1	치킨무 400g
1	참깨 소량
1	소금 무칠때
1	맛술 1바퀴
1	글루텐프리 믹스
1	고구마순 고구마줄기
1	물 머그컵 기준 1.5 2맥주컵
1	다진고기 돼지
1	떡 1인분
1	치즈떡 or일반떡
1	미나리부추
1	김치 300g
1	스팸 100g
1	물 약1520g
1	산야초효소 매실청
1	깻순깻잎
1	닭도리용 닭
1	파프리카색상별로
1	구운김밥용김
1	맛소금 3/
1	뼈없는 닭고기
1	간 건새우
1	떡볶이떡 원하는
1	칵테일새우 크기는 취향대로
1	피클 먹을
1	빨강 미니파프리카
1	등갈비 500g
1	월계수잎 6잎
1	오리고기 무항생제 생 오리훈제
1	스프링믹스
1	간장진간장 2테이블스푼
1	발사믹식초 4테이블스푼
1	남은한우뭇국
1	대파흰부분과초록부분
1	저염숙성명란젓
1	감자 총 약 300g
1	소금 반죽
1	소금반죽 마무리
1	닭다리살 500g
1	핫초코 가루 제티기준
1	시판용 바베큐 소스
1	식초 1.5술
1	새우젓 200ml
1	까나리액젓 100ml
1	매실액 100ml
1	뉴슈가 작은커피수저
1	민어대
1	영양부추 생략가능
1	양파채 생략가능
1	김가루 크게
1	바다장어
1	저염 크래커
1	바질잎 작은 바질잎
1	고형카레 +1가능
1	어묵4장
1	삶은돼지곱창
1	우동사리 당면
1	돼지고기 뒷다리불고기용
1	시판용 가쓰오국물용
1	스팸작은것
1	카이옌페퍼
1	쉬레드 치즈
1	자반
1	실파쪽파
1	팽이버섯 큰것
1	소불고기양념 중간크기 1병
1	키세스초콜릿
1	베이킹채망
1	찹쌀가루 밀가루 대체가능
1	계란 물
1	전복 크기는 대
1	통후추그라인더 3번
1	베이컨 삼겹살 베이컨 사용하신다면 14장
1	견과류 다져서
1	가쓰오부시 굴소스
1	파란색이온음료
1	밀크초콜릿 150g
1	화이트초콜릿 200g
1	초코펜 맛별20g
1	몰드
1	현미누룽지
1	찬밥 400g
1	시판 짜장가루
1	식용유 올리브유
1	올리브오일+갈릭솔트+그라인드후추소고기 밑양념용
1	진미채오징어
1	핫도그랠리쉬
1	알룰로스 꿀&올리고당
1	마늘 250g
1	고등어 4조
1	간장 돼지고기밑간
1	설탕 돼지고기밑간
1	묵은 총각김치
1	우엉 50g
1	숙주 100g
1	애호박 큰 거
1	참기릉
1	눈개승마 나물 삶은
1	고추가루 크게 1술
1	설탕 1~2술
1	소불고기 등심
1	육우 불고깃감
1	손질한 홍합
1	펜넬
1	타임 1가지
1	파슬리 1/2묶음
1	깜빠뉴 빵
1	어묵 한 입 크기로 썬
1	닭백숙용
1	소주 닭삶을때
1	백숙용티백
1	닭육수 1주걱
1	된장 선택
1	시금치 포항초
1	노지시금치
1	곱게 갈아준 깨
1	우동사리 소시지
1	남은 소불고기 양념
1	시판 유부초밥 유부
1	양념불고기 시판용 가능
1	밥 420g
1	자색당근 당근으로 대체가능
1	다진소고기 두부반모분량
1	파스타를 만들자 아라비아따 소스
1	밥즉석밥
1	아삭이고추 작은거
1	건새우 소량
1	돼지고기 불고기용삼겹살
1	오징어 사이즈 작아요
1	만두 소 12개분
1	신김치 가득
1	시판 닭안심
1	유부초밥재료 유부
1	바닐리익스트릭
1	단무지 먹을
1	옥수수통조림 1캔
1	다진 빨간파프리카
1	다진 주황파프리카
1	미정
1	메이플 시럽 원하는
1	초코청크 다크
1	무설탕 코코아 분말
1	베이글빵
1	허니머스타드 or원하는소스
1	파 쪽파 대파
1	색파프리카
1	생강술 이나 청주
1	옥수수 전분 이나 감자전분
1	분홍소세지 소
1	김치국물 1/2밥그릇
1	멸치다시다육수 5밥그릇
1	기름 물 1큰술 대신
1	느타리버섯우린 물
1	물 1/5머그컵
1	참치액 새우젓
1	깻잎 10묶음
1	베이킹 소다 1.5Tsp
1	럼 2Tsp
1	염장용 꼬시래기
1	쌀뜨물 + 다시마
1	양파 다져서
1	사각어묵 소
1	닭정육살
1	그린빈 450g 1파운드
1	cider
1	두부 부침용이나 단단한것
1	참치캔 중간크기
1	피넛버터 땅콩버터
1	된장 재래된장 시판용
1	고추장 시판용
1	청홍 고추
1	월계수잎 3잎
1	볶음용채소 양껏
1	냉동후르츠
1	반건조 오징어 다리
1	작은 작은크기
1	양배추 한주먹거리
1	방울토마토 추가함
1	버터 마가린
1	맛살 8가닥
1	다진 미나리
1	남은국물
1	동글이 호박
1	밥물용 물
1	칵테일새우 원하는
1	남은장조림&국물
1	물 참치캔 기준으로
1	웍소스
1	집된장 수북히
1	대파 송송 썬것
1	로띠커피향 선택가능
1	건고추 다진것
1	청양고추 잘게 썬것
1	채친 당근
1	채친 파프리카
1	연유 기호에맞게
1	쌀국수 볶음용 굵은면
1	파 채썰어준
1	바나나엑기스
1	총각김치 1그릇
1	고추장 넉넉히
1	젤리밥
1	쇠고기우삼겹
1	비엔나소세지 큰것
1	파슬리 가루 생략 가능
1	볶은 다진 아몬드
1	노랑색 파프리카
1	소고기 홍두께살
1	통깨 간것
1	소고기불고깃감
1	엑스트라 버진 올리브오일
1	건조 오레가노 선택
1	치즈류
1	옥수수통조림 약3큰술
1	다시마 4* 4cm
1	햇 감자 큰감자
1	두부참치쌈장
1	홍고추 추가
1	상추 큰잎
1	도톰한 동그랑땡
1	사골곰탕 육수
1	물 10머그컵
1	누룽지 1대접
1	들깨 듬뿍
1	떠먹는 요구르트
1	오징어 작은크기
1	새우 큰 사이즈
1	소금 입맛에 따라 추가
1	낙지 450g
1	콩나물무침 원하는
1	삶은소면 원하는
1	핫케이크 가루 100g
1	빙수 팥
1	메이플시럽 or꿀
1	불린미역 욕심나게
1	피자치즈모짜렐라
1	산딸기 향향료
1	식용색소빨강노랑초록핑크
1	스텐믹싱몰
1	믹싱기
1	귀여운접시
1	원형주름커터
1	씻은 신김치
1	육수용 팩
1	쌈채
1	만두​
1	압착 오트밀
1	스팀 닭가슴살
1	그래놀라 시리얼
1	플레인요거트 170g
1	꿀 조절
1	돼지고기 1국그릇
1	오징어 큰것
1	두부 290g 한팩
1	사조 자연산 골뱅이
1	해표부드럽고쫄깃한국수
1	해표순창궁햅쌀고추장고추장
1	종이대접
1	떢볶이
1	날콩가루 2테이블스푼
1	국간장 1/2테이블스푼
1	올리고당 1/3테이블스푼
1	참기름 1/2테이블스푼
1	물 6테이블스푼
1	꽃빵 원하는
1	감자튀김 라지사이즈
1	크래미 4~5덩어리
1	자른 목이버섯
1	갈치 500g
1	썬대파
1	수비드림 IQF 큐브 닭가슴살
1	냉면육수 290ml
1	다진묵은지 공기
1	간 돼지고기 1/2컵
1	팽이버섯 100g
1	불고기용 소고기 200g
1	국간장 40ml
1	녹차쿠키믹스
1	당고믹스
1	닭가슴살 90g
1	라구소스
1	라자냐파스타
1	넛맥 가루
1	청포묵 동부묵
1	떡볶이떡 넉넉하게
1	다시멸치왕멸치
1	생강차
1	삼각김밥
1	소금후추
1	부침가루 종이컵보다 조금 더큰
1	물 취향것조절
1	대파 초록부분 제외
1	적양파 작은크기 1/4등분
1	스파게티면 넉넉히
1	연어캔 1개
1	파마잔치즈가루
1	배추 5잎
1	된장 시판용
1	참치 캔中
1	밤통조림 180g
1	황태채 두줌
1	송송 썬 부추
1	메추리알 40알
1	다시마 명함 사이즈
1	시판 곰탕 600g
1	김치 많이
1	찬밥 2그릇
1	밀가루 가감
1	물 국대접 3대접
1	계란 3알
1	라이스페이퍼 닭한개에한장
1	강황카레가루
1	비름나물 한팩
1	참깨​
1	삶은 감자 대
1	오징어 조미 진미채
1	세 멸치
1	크랙커
1	빨강스위트파피피망
1	노랑스위트파피피망
1	초록스위트파피피망
1	무염버터 녹인
1	깍뚝썰기용 버터
1	분무기
1	둥근 애호박 큰것
1	​김치 1컵
1	쌀뜨물 2컵
1	부추크게
1	생강작은
1	레몬수
1	카레가루 안 넣어도 무관
1	버터 카놀라유무관
1	오이 긴걸로
1	물 o r육수
1	데친 토란대 나물
1	대파 20Cm
1	전분가루 없어도 무방
1	채썬 무우
1	또띠아 20센치
1	치즈소스
1	마늘 뚱뚱한거
1	대파반뿌리다진것
1	양념고추장
1	사과2배식초
1	양파 갈아준비
1	핫초코 분말
1	따뜻 물 1/4머그컵
1	식용유카놀라유
1	빨간색파프리카
1	대파푸른색부분
1	알룰로스 취향에 따라 추가
1	피 더덕
1	킹크랩맛살
1	닭가슴살 다이어트용
1	소금천일염
1	새우 양껏
1	소금 or후추
1	다시다스틱
1	간마늘 작은술
1	새우젓소금
1	스냅퍼 필렛
1	레몬즙 1/4개분
1	가니쉬용 대파
1	대패 삽겹살
1	깻잎 충분히
1	유자절임
1	애기 고추
1	두부 큰손두부1/4쪽
1	볶음김
1	다시마 중간크기
1	커스터드분말
1	삼진 어묵 황금어죽
1	작디 작은 참외
1	매살청
1	깨 생략가능
1	코다리 큰 것
1	초코칩 카푸치노
1	표고버섯 불린것
1	절임 고추
1	샐러드모듬 야채
1	시판 두부면
1	버터 조각 월계수잎
1	생수나 육수
1	고사리 불린것
1	다진 당근 1+ /
1	사과 찌꺼기
1	옛 느타리버섯
1	다진마늘듬뿍
1	고등어 자반
1	카레가루강황가루
1	삼겹살 300g
1	쯔유간장 +1큰술 추가
1	대파 간장
1	무슈구슈설탕
1	캔터키프랑크소세지
1	시판스테이크햄
1	쯔유 키꼬망 3배 혼쯔유
1	시판 짜장분말
1	천일염 두릅 데칠 때
1	백숙용 영계 닭
1	토마토 약200g
1	참치小
1	돼지고기 앞디리살
1	참깨 드레싱
1	삶은 메리추리알
1	물 0.5소주잔
1	중간고춧가루
1	파소스
1	대파흰줄기
1	꽃 설탕
1	다시마끓인물
1	유부 초밥 세트 시판용
1	소불고기 거리
1	닭볶음탕 닭 600g
1	만능 간장
1	매생이 1사발
1	콩나물 70g
1	소금 면삶을때
1	패스트푸드 감자튀김
1	통마늘 다진마늘 1숟가락으로 가능
1	당근 썰어서
1	키위 생략 가능
1	미나리 50g
1	알배기 배추잎 5장
1	돌문어
1	버릴라 익스트랙
1	​생크림
1	생굴 200g
1	프레첼 과자
1	가나 초콜릿
1	종이 호일
1	바닐라 익스트랙 1/
1	박력문
1	초코가루 허쉬가 좋더라구요
1	생크림 빵집판매용
1	간장 기호에맞게 가감
1	중력분 아무 밀가루로 대체 가능
1	매실액 25ml
1	미림 25ml
1	본설렁탕 450g
1	닭볶음용 절단 닭
1	안동간고등어
1	죠리퐁 과자
1	요거트 4큰술
1	쌀뜨물 참치캔 기준
1	오뚜기3분카레
1	거피 들깻가루
1	카놀라유 or식용유
1	깻잎 두부 사이즈에 조절
1	두부 깻잎크기에 조절
1	배추 신김치 2/3대접
1	슈레드 체다치즈
1	묵은지 1/4포기
1	감시럽 요리당대체가능
1	북어 머리
1	작은 배추 15잎
1	레몬 청 건더기
1	레몬 청 국물
1	전골 육수 식힌 국물
1	브로콜리 크게썰은것
1	피클용 오이
1	시금치섬초
1	홍합 17개
1	멸치와다시마 육수용
1	간장 끓일때넣는양
1	고추 썰어놓은거
1	양념용간장 재료가 잠길
1	스팸 340g중
1	냉동 꼬막살
1	쯔유소바간장
1	모짜렐라 치즈 잘게 잘린
1	손으로 두번 집어서
1	새우 30미
1	라면면
1	오징어반건조
1	돼지고기 전지앞다리살
1	밀 떡볶이떡
1	믹스 견과류
1	데니쉬시트
1	무 3cm두께로
1	대파 양파와같은양
1	푹 익어버린 총각무
1	국물용 멸치 머리와 내장 손질한
1	요리붓
1	참치캔통조림 100그람
1	양파 1//
1	레몬껍질 간것
1	매운고추 생략가능
1	꽈리고추 17개
1	흰설탕 1/
1	깻순 깻잎
1	소고기 완자
1	식용유 튀김옷용
1	식용유 튀김유용
1	가을무순
1	밥 630g
1	참치 통조림 큰것
1	다진 할라페뇨
1	옥수수수염차
1	연근 중간 사이즈
1	부침가루 90g
1	설탕 연유
1	냉동새우 게맛살 대체가능
1	이탈리안 드레싱
1	비타민 샐러드채소
1	파프리카붉은색
1	다크코팅 초콜릿
1	초코크런키 토핑
1	런천미트 작은거
1	닭발용양념
1	올리고당 간봐서
1	물 미역 1묶음
1	찹쌀물 찹쌀가루
1	지단
1	양념김치
1	비엔나소시지 작은것
1	무항생제 닭윙
1	우유 닭윙재울
1	국산콩 간장
1	스팸 700g
1	슬라이스한 마늘
1	돼지고기 통겹살 4덩어리
1	새우살 100g
1	멸치 액젓 새우젓 1숟가락
1	대파 흰 부분 다진 것
1	참치 통조림 한캔
1	삼겹살 300g ~
1	생강즙생강채
1	자숙문어 몸통
1	파프리카 색색깔로
1	통조림팥
1	브로콜리 100g
1	먹태
1	다쿠아즈
1	스카이블루 색소
1	샐러드채소 소량
1	각종과일
1	그릴햄 선택
1	커스터드 믹스
1	얌운센소스
1	냉동해산물
1	치커리 1뭉치
1	녹두실당면
1	시원한 물
1	새우젓 1~1+
1	양파 큰것 1/4개
1	기름 지지미1장당
1	애호박 일반 애호박1.5개
1	대파 필수
1	당근 대체 및 생략가능
1	버섯 대체 및 생략가능
1	깻잎 대체 및 생략가능
1	양배추 대체 및 생략가능
1	청양고추 대체 및 생략가능
1	사각어묵 갈치어묵
1	물 두부가 잠길
1	매운고추 선택사항 원하는
1	육수멸치와디포리
1	고운고춧가루 1+
1	마른새우 60g
1	볶은양파
1	코끼리 마늘
1	달걀 지단 넓게
1	어묵 넓게
1	김치 김치 길이
1	머스타드소스마요네즈
1	생크림 시판용
1	우유 큰컵
1	삼겹살통삼겹
1	다진대파 흰대
1	보라색소
1	포도잼 이나 블루베리잼
1	도토리묵 1팩
1	달걀휜자
1	콩팥완두설탕절임
1	매운맛 카레가루
1	볶은 소고기
1	삶은 국수
1	얇게 썬 돼지고기 앞다리살 600g
1	고추가루 마지막에 넣어줄
1	고추가루 약간매운
1	풋고추청량고추
1	시판용 떡갈비 소
1	파슬리가루 or바질가루
1	영양부추 or쪽파
1	바질 순
1	토마토대
1	올리브유엑스트라버진
1	대나무트레이
1	수저세트
1	수저받침
1	상주
1	계란 간장
1	뱍력분
1	수육용 돼지고기 삼겹살
1	통후추 50원 동전크기
1	월계수잎 큰거
1	인스턴트커피블랙
1	케찹 기호에 맞게
1	썬 스팸 작은
1	오이 원하는
1	다진고기 소고기100/돼지고기 100
1	파프리카 생략가능. 방송X
1	돼지고기 한근
1	느타리버섯 큰거
1	어묵 얇은납작
1	돼지고기갈비양념장 한병
1	꿀 3바퀴
1	와사비분말
1	캐러멜리제바나나 위에서만든거 전부
1	데코용바나나
1	오징어 약간작은
1	알과 곤이
1	미림소주 1비율
1	디포리 멸치로 대체 가능
1	생크림 or버터크림
1	아이스크림콘
1	진
1	식용류 튀길 때
1	올리브유 식용유대체
1	컵꾸밀토핑
1	요리당 or물엿
1	쪽파 3~4cm
1	딸기 작은크기
1	삶은 시래기 크게
1	김 or김가루
1	묵은김치 잎
1	마트표 콩나물
1	닭고기 영계
1	초코 크런치
1	나무막대
1	레드 초콜릿
1	계란샐러드
1	밀가루 1머그컵
1	설탕 3/4머그컵
1	생새우 말린것
1	뿌려줄설탕
1	덧가루용강력분
1	라면 분말스프
1	국수 소면or중면
1	올리고당 or꿀or물엿
1	당분시럽 100ml
1	맛살 생략 가능
1	생막걸리
1	어린 채소
1	​배춧잎속대
1	청양고추소
1	사과 슬라이드
1	구워먹는 치즈 125g
1	부추 50원짜리 동전크기만큼의
1	케찹 원하는
1	아마씨 가루
1	국수 동전크기분량
1	​반으로 자른 쪽파
1	고구마말랭이
1	참기름 + 들기름
1	우리밀 통밀중력분
1	열무 크게
1	두툼하게 썬 연어회
1	고슬고슬 지은 밥 1그릇
1	알감자 1봉 600g
1	불고기햄
1	건무청시래기
1	녹말가루 듬뿍
1	새싹 모둠팩
1	아구 小
1	홍합 1대접
1	보리 건새우
1	배춧닢
1	생면 면사리
1	올리고당생수
1	고추가루 1/
1	고구마 삶아서 으깬
1	베이킹 쌀가루
1	햄통조림 K로스팜 큰캔 1/2등분
1	당근 작은것 1/2등분
1	귀리 밥
1	멕시칸시즈닝 선택
1	시판 깐메추리알
1	다시마 7x 5
1	물과식초
1	꽈리고추 선택
1	랍스타
1	가니쉬
1	다시마 5cm x
1	아기 새송이 버섯
1	양파 작은크기는 한 개
1	참기름 4~5방울
1	들기름 +1t
1	다진 마늘 큰크기
1	아스파라거스미니
1	빨강 고추
1	물450ml 3번
1	밀가루 유기농
1	소금 1번
1	무우 생략가능
1	짧게 채 썬 오징어
1	마른 잔멸치
1	유리병 열탕 소독 후 사용
1	훈제닭가슴살 500g
1	메추리알 300g
1	동치미무 중간 것
1	무 채썰었을때
1	매실액물엿
1	카레 한봉지
1	당근 4분
1	카스테라 130g
1	바나나 토핑용
1	볼락
1	크로와상 생지
1	다시마 없으면 생략가능
1	된장 물 염도에 따라 조절
1	해감 바지락
1	조미료 사골액기스
1	볶음땅콩다진것
1	튀김옷
1	돼지고기 잡채용돼지고기
1	베이킹 파우더 생략 가능
1	마른 꼴뚜기
1	고기왕만두
1	​채썬 무
1	슈레드 샐러드 치즈
1	쌀뜨물 1L
1	믹스샐러드
1	케이쥰시즈닝
1	발사믹비네가
1	참깨 갈은 것
1	물 3~4국그릇
1	하프 케첩
1	무청시래기 크게
1	당근 반개
1	삽겹살 300g
1	소면 2인
1	밥사랑 생략가능
1	피스타치오 다른 견과류 대체가능
1	닭 볶음용 550g
1	목심
1	앙글레즈버터크림 남은 양 전부
1	빙수떡
1	파프리카 큼직한것
1	리얼 그래놀라
1	참기름 2-3방울
1	그라뉴당
1	바닐라 에센스 5방울
1	치즈가루 선택
1	대파 초록색 부분 20센티
1	낙지 머리빼고
1	스모크햄 햄 1개
1	청양고추 취향껏조절
1	닭봉 350g
1	당근 약간
1	다진생강 생강가루 대체가능
1	당근 다진당근
1	케첩 이나 머스터드소스
1	아이스망고
1	오징어 中
1	대파 잘게 썰은
1	미니 캐럿
1	그린빈 소량
1	묵은지 큰것
1	저염 된장
1	골뱅이통조림 1캔
1	애호박 한토막
1	민트 에센스 2~3방울
1	콩 계량컵 기준
1	청량 홍고추
1	깻잎페스토
1	대두소프트 Daedoo soft
1	중력분 Medium flour
